Species,Tag,QMC Reg.,Depth (m),Location,,
Acropora speciosa,DC3507,G69923,40,"Day Reef, Great Barrier Reef",,
Acropora speciosa,CS84,G63803,39,"Osprey Reef, Coral Sea",,
Acropora speciosa,CS89,G63805,39,"Osprey Reef, Coral Sea",,
Acropora speciosa,FN80,G65147,38,"Mantis Reef, Great Barrier Reef",,
Acropora speciosa,CS86,G63804,38,"Osprey Reef, Coral Sea",,
Acropora speciosa,CS10,G64802,38,"Holmes Reef, Coral Sea",,
Acropora speciosa,DC2423,G69890,35,"Osprey Reef, Coral Sea",,
Acropora speciosa,FN62,G65167,33,"Lagoon Reef, Great Barrier Reef",,
Acropora cf. speciosa ,F409,G65505,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora subglabra,TAGC,TAGC,33,"Osprey Reef, Coral Sea",,
Acropora tenella,DC1967,G69874,60,"Osprey Reef, Coral Sea",,
Acropora tenella,FN144,G65498,56,"Tydeman Reef, Great Barrier Reef",,
Acropora tenella,DC1323,G69853,52,"Osprey Reef, Coral Sea",,
Acropora tenella,FN106,G65120,43,"Tydeman Reef, Great Barrier Reef",,
Acropora tenella,FN105,G65123,43,"Tydeman Reef, Great Barrier Reef",,
Acropora tenella,FN101,G65496,41,"Tydeman Reef, Great Barrier Reef",,
Acropora tenella,F198,G65375,40,"Tydeman Reef, Great Barrier Reef",,
Acropora tenella,F187,G65376,40,"Tydeman Reef, Great Barrier Reef",,
Acropora tenella,DC3529,G69932,40,"Yonge Reef, Great Barrier Reef",,
Acropora tenella,DC2496,G69892,40,"Great Detached Reef, Great Barrier Reef",,
Acropora tenella,DC2612,G69897,40,"Great Detached Reef, Great Barrier Reef",,
Acropora tenella,DC3451,G69909,40,"Great Detached Reef, Great Barrier Reef",,
Acropora tenella,DC3452,G69910,40,"Great Detached Reef, Great Barrier Reef",,
Acropora tortuosa,DC3466,G69917,40,"Great Detached Reef, Great Barrier Reef",,
Acropora tortuosa ,FN108,G65172,35,"Tydeman Reef, Great Barrier Reef",,
Acropora valenciennesi,FN194,G65160,45,"Ribbon Reef 5, Great Barrier Reef",,
Acropora valida,DC357,G69788,40,"E. Holmes Reef, Coral Sea",,
Acropora valida,DC503,G67399,40,"Flinders Reef, Great Barrier Reef",,
Acropora valida,DC502,G67400,40,"Flinders Reef, Great Barrier Reef",,
Acropora vaughani,DC3538,G69936,40,"Yonge Reef, Great Barrier Reef",,
Acropora vaughani,,G69937,40,"Yonge Reef, Great Barrier Reef",,
Acropora vaughani,AG21,G69752,40,"Bouganville Reef, Great Barrier Reef",,
Acropora willisae,F336,G65503,40,"Yonge Reef, Great Barrier Reef",,
Alveopora allingi,F387,G65718,40,"Ribbon Reef 5, Great Barrier Reef",,
Alveopora catalai,DC2762,G73948,40,"Tijou Reef, Great Barrier Reef",,
Alveopora fenestrata,FN23,G65716,46,"Mantis Reef, Great Barrier Reef",,
Alveopora fenestrata,DC879,RP,40,"Myrmidon Reef, Great Barrier Reef",,
Alveopora tizardi,DC7474,G71132,60,"Osprey Reef, Coral Sea",,
Alveopora tizardi,DC7475,G73967,60,"Osprey Reef, Coral Sea",,
Alveopora tizardi,DC7430,RP,60,"Osprey Reef, Coral Sea",,
Alveopora tizardi,F215,,45,"Tydeman Reef, Great Barrier Reef",,
Alveopora tizardi,DC1319,RP,40,"Osprey Reef, Coral Sea",,
Alveopora tizardi,DC2321,CA,40,"Osprey Reef, Coral Sea",,
Astrea annuligera,Image,,40,"Tijou Reef, Great Barrier Reef",,
Astrea curta,DC339,G66520,40,"Holmes Reef, Coral Sea",,
Astreopora cf. listeri,DC896,G73955,40,"Myrmidon Reef, Great Barrier Reef",,
Astreopora cf. ocellata,DC390,G73954,40,"Holmes Reef, Coral Sea",,
Astreopora cucullata,FN33,G73949,40,"Tydeman Reef, Great Barrier Reef",,
Astreopora myriophthalma,DC334,CA,40,"Holmes Reef, Coral Sea",,
Astreopora myriophthalma,FN167,G73953,40,"Yonge Reef, Great Barrier Reef",,
Astreopora myriophthalma,FN09,G67405,34,"Lagoon Reef, Great Barrier Reef",,
Astreopora myriophthalma,FN137,G73952,30,"Holmes Reef, Coral Sea",,
Astreopora ocellata,Image,,40,"Yonge Reef, Great Barrier Reef",,
Astreopora sp.,DC2310,G73956,40,"Osprey Reef, Coral Sea",,
Bernardpora stutchburyi,DC7426,G73937,60,"Osprey Reef, Coral Sea",,
Bernardpora stutchburyi,DC7471,CA,60,"Osprey Reef, Coral Sea",,
Bernardpora stutchburyi,DC7472,CA,60,"Osprey Reef, Coral Sea",,
Bernardpora stutchburyi,DC7427,CA,60,"Osprey Reef, Coral Sea",,
Bernardpora stutchburyi,DC7425,G71133,60,"Osprey Reef, Coral Sea",,
Bernardpora stutchburyi,DC2308,CA,40,"Osprey Reef, Coral Sea",,
Blastomussa vivida,F130,G65760,37,"Lagoon Reef, Great Barrier Reef",,
Blastomussa vivida,Image,,37,"Tijou Reef, Great Barrier Reef",,
Blastomussa wellsi,DC3496,G73989,40,"Tijou Reef, Great Barrier Reef",,
Coelastrea palauensis,FN165,G73946,41,"Ribbon Reef 5, Great Barrier Reef",,
Coelastrea palauensis,F362,G65745,40,"Ribbon Reef 5, Great Barrier Reef",,
Coelastrea palauensis,F384,G65746,40,"Ribbon Reef 5, Great Barrier Reef",,
Coscinaraea columna,AG16,G73987,40,"Holmes Reef, Coral Sea",,
Coscinaraea columna,DC752,CA,40,"Flinders Reef, Great Barrier Reef",,
Coscinaraea sp.,DC7461,G71135,60,"Osprey Reef, Coral Sea",,
Craterastrea levis,DC030,CA,100,"Holmes Reef, Coral Sea",,
Craterastrea levis,DC7488,G68251,60,"Osprey Reef, Coral Sea",,
Ctenactis albitentaculata,F328,RP,40,"Yonge Reef, Great Barrier Reef",,
Ctenactis crassa,DC1507,CA,40,"Osprey Reef, Coral Sea",,
Ctenactis crassa,F21,G64796,40,"W. Holmes Reef, Coral Sea",,
Ctenactis crassa,F120,G64796,10,"Lagoon Reef, Great Barrier Reef",,
Ctenactis echinata,DC345,G66079,40,"Holmes Reef, Coral Sea",,
Cycloseris costulata,DC7410,G71137,60,"Osprey Reef, Coral Sea",,
Cycloseris costulata,F219,G65642,40,"Tydeman Reef, Great Barrier Reef",,
Cycloseris costulata,DC263,CA,40,"Holmes Reef, Coral Sea",,
Cycloseris costulata,DC243,G66069,40,"Holmes Reef, Coral Sea",,
Cycloseris costulata,DC566,G66083,40,"Flinders Reef, Great Barrier Reef",,
Cycloseris costulata,DC2611,CA,40,"Great Detached Reef, Great Barrier Reef",,
Cycloseris costulata,DC878,RP,40,"Myrmidon Reef, Great Barrier Reef",,
Cycloseris costulata,DC2755,CA,40,"Tijou Reef, Great Barrier Reef",,
Cycloseris costulata,F193,G74056,40,"Tydeman Reef, Great Barrier Reef",,
Cycloseris costulata,DC261,CA,40,"Holmes Reef, Coral Sea",,
Cycloseris costulata,DC057,CA,40,"Holmes Reef, Coral Sea",,
Cycloseris costulata,DC262,G66070,40,"Holmes Reef, Coral Sea",,
Cycloseris costulata,DC2625,,10,"Great Detached Reef, Great Barrier Reef",,
Cycloseris cyclolites,DC260,G74059,40,"Holmes Reef, Coral Sea",,
Cycloseris distorta,,G45676,41,Murray Is.,,
Cycloseris wellsi,Image,,40,"Bouganville Reef, Great Barrier Reef",,
Cynarina lacrymalis,DC890,G66058,40,"Myrmidon Reef, Great Barrier Reef",,
Cyphastrea chalcidicum,FN41,G74077,41,"Yonge Reef, Great Barrier Reef",,
Cyphastrea chalcidicum,FN42,G74032,41,"Yonge Reef, Great Barrier Reef",,
Cyphastrea chalcidicum,F390,G65747,40,"Ribbon Reef 5, Great Barrier Reef",,
Cyphastrea chalcidicum,DC2412,G74034,40,"Osprey Reef, Coral Sea",,
Cyphastrea chalcidicum,DC385,G74033,40,"Holmes Reef, Coral Sea",,
Cyphastrea chalcidicum,DC337,G74035,40,"Holmes Reef, Coral Sea",,
Cyphastrea japonica,DC228,G74036,40,"Holmes Reef, Coral Sea",,
Cyphastrea japonica,DC191,G74037,10,"Holmes Reef, Coral Sea",,
Cyphastrea microphthalma,DC3465,G74026,40,"Great Detached Reef, Great Barrier Reef",,
Cyphastrea serailia,DC7429,G71138,60,"Osprey Reef, Coral Sea",,
Cyphastrea serailia,F58,G66088,40,"Mantis Reef, Great Barrier Reef",,
Cyphastrea serailia,F225,G74031,40,"Tydeman Reef, Great Barrier Reef",,
Cyphastrea serailia,F122,G66086,40,"Lagoon Reef, Great Barrier Reef",,
Cyphastrea serailia,F94,G66087,40,"Lagoon Reef, Great Barrier Reef",,
Cyphastrea serailia,DC632,G74028,40,"Flinders Reef, Great Barrier Reef",,
Cyphastrea serailia,FN143,G74027,,"Tydeman Reef, Great Barrier Reef",,
Danafungia horrida,,G63695,112,"Osprey Reef, Coral Sea",,
Danafungia horrida,F39,G65640,40,"Mantis Reef, Great Barrier Reef",,
Danafungia horrida,F188,G65641,40,"Tydeman Reef, Great Barrier Reef",,
Danafungia horrida,DC249,G66078,40,"Holmes Reef, Coral Sea",,
Danafungia horrida,DC223,G66077,40,"Holmes Reef, Coral Sea",,
Diploastrea heliopora,,G45670,41,Murray Is.,,
Dipsastraea faviaformis,Image,,40,"Ribbon Reef 5, Great Barrier Reef",,
Dipsastraea faviaformis,F153,RP,40,"Tydeman Reef, Great Barrier Reef",,
Dipsastraea favus,DC338,G66718,40,"Holmes Reef, Coral Sea",,
Dipsastraea favus,,G46019,36,"Yonge Reef, Great Barrier Reef",,
Dipsastraea matthaii,FN168,G74002,41,"Ribbon Reef 5, Great Barrier Reef",,
Dipsastraea matthaii,F41,RP,40,"Mantis Reef, Great Barrier Reef",,
Dipsastraea matthaii,DC627,G66519,40,"Flinders Reef, Great Barrier Reef",,
Dipsastraea matthaii,CS73,G64787,,"Flora Reef, Coral Sea",,
Dipsastraea matthaii,CS72,G64789,,"Flora Reef, Coral Sea",,
Dipsastraea matthaii,FN174,G74005,,"Ribbon Reef 5, Great Barrier Reef",,
Dipsastraea matthaii,FN132,G74003,,"Yonge Reef, Great Barrier Reef",,
Dipsastraea matthaii,FN198,G74001,Miss,"Osprey Reef, Coral Sea",,
Dipsastraea matthaii,FN133,G73999,,"Yonge Reef, Great Barrier Reef",,
Dipsastraea pallida,DC3483,CA,40,"Tijou Reef, Great Barrier Reef",,
Dipsastraea pallida,FN131,G74017,,"Yonge Reef, Great Barrier Reef",,
Dipsastraea sp. ,DC3484,G74012,40,"Tijou Reef, Great Barrier Reef",,
Dipsastraea sp. ,FN184,G74016,8,"Ribbon Reef 5, Great Barrier Reef",,
Dipsastraea sp. ,FN138,G74013,13,"Ribbon Reef 5, Great Barrier Reef",,
Dipsastraea speciosa,FN136,G74011,10,"Yonge Reef, Great Barrier Reef",,
Dipsastraea speciosa,FN177,G74014,40,"Ribbon Reef 5, Great Barrier Reef",,
Dipsastraea speciosa,FN172,G74015,30,"Ribbon Reef 5, Great Barrier Reef",,
Dispastraea cf. maxima,AG17,G74010,40,"Holmes Reef, Coral Sea",,
Echinophyllia aspera,DC7463,CA,60,"Osprey Reef, Coral Sea",,
Echinophyllia aspera,DC2845,CA,50,"Tijou Reef, Great Barrier Reef",,
Echinophyllia aspera,DC2863,CA,40,"Tijou Reef, Great Barrier Reef",,
Echinophyllia aspera,DC812,G66385,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia aspera,DC811,G66386,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia aspera,DC815,G66387,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia aspera,DC897,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia aspera,DC2318,CA,40,"Osprey Reef, Coral Sea",,
Echinophyllia aspera,DC1503,CA,40,"Osprey Reef, Coral Sea",,
Echinophyllia aspera,DC383,G74029,40,"Holmes Reef, Coral Sea",,
Echinophyllia aspera,DC415,RP,40,"Flinders Reef, Great Barrier Reef",,
Echinophyllia aspera,DC734,G73996,40,"Flinders Reef, Great Barrier Reef",,
Echinophyllia aspera,DC3472,CA,40,"Great Detached Reef, Great Barrier Reef",,
Echinophyllia aspera,DC7463,CA,60,"Osprey Reef, Coral Sea",,
Echinophyllia aspera,DC7420,CA,60,"Osprey Reef, Coral Sea",,
Echinophyllia aspera,DC3044,CA,60,"Tijou Reef, Great Barrier Reef",,
Echinophyllia aspera,DC2845,CA,50,"Tijou Reef, Great Barrier Reef",,
Echinophyllia aspera,DC2863,CA,40,"Tijou Reef, Great Barrier Reef",,
Echinophyllia aspera,DC1503,CA,40,"Osprey Reef, Coral Sea",,
Echinophyllia aspera,DC3472,CA,40,"Great Detached Reef, Great Barrier Reef",,
Echinophyllia aspera,DC882,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia aspera,DC897,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia echinata,DC2162,G71139,82,"Osprey Reef, Coral Sea",,
Echinophyllia echinata,DC2947,RP,40,"Tijou Reef, Great Barrier Reef",,
Echinophyllia echinata,DC813,RP,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia echinata,PL41,RP,40,"Mantis Reef, Great Barrier Reef",,
Echinophyllia echinata,F12,RP,40,"Mantis Reef, Great Barrier Reef",,
Echinophyllia echinata,F11,RP,40,"Mantis Reef, Great Barrier Reef",,
Echinophyllia echinata,DC1976,RP,40,"Osprey Reef, Coral Sea",,
Echinophyllia echinata,DC1320,RP,40,"Osprey Reef, Coral Sea",,
Echinophyllia echinata,DC2319,RP,40,"Osprey Reef, Coral Sea",,
Echinophyllia echinata,F97,G65729,40,"Lagoon Reef, Great Barrier Reef",,
Echinophyllia echinata,DC564,G66382,40,"Flinders Reef, Great Barrier Reef",,
Echinophyllia echinata,DC569,G66383,40,"Flinders Reef, Great Barrier Reef",,
Echinophyllia echinata,DC504,G74039,40,"Flinders Reef, Great Barrier Reef",,
Echinophyllia echinata,DC563,G66381,40,"Flinders Reef, Great Barrier Reef",,
Echinophyllia echinoporoides,DC124,G73994,10,"Holmes Reef, Coral Sea",,
Echinophyllia orhpeensis ,Image,,40,"Bouganville Reef, Great Barrier Reef",,
Echinophyllia orhpeensis ,Image,,40,"Great Detached Reef, Great Barrier Reef",,
Echinophyllia cf. orhpeensis ,DC1045,G73990,40,"Myrmidon Reef, Great Barrier Reef",,
Echinophyllia patula,DC2511,G73991,40,"Great Detached Reef, Great Barrier Reef",,
Echinopora gemmacea,DC759,G73975,40,"Flinders Reef, Great Barrier Reef",,
Echinopora gemmacea,DC3383,G73977,40,"Yonge Reef, Great Barrier Reef",,
Echinopora gemmacea,DC2903,G73976,10,"Tijou Reef, Great Barrier Reef",,
Echinopora lamellosa,DC1312,G37979,40,"Osprey Reef, Coral Sea",,
Echinopora lamellosa,AG39,G73980,40,"Osprey Reef, Coral Sea",,
Echinopora lamellosa,DC2650,G73981,10,"Great Detached Reef, Great Barrier Reef",,
Echinopora lamellosa,DC2977,G73978,10,"Tijou Reef, Great Barrier Reef",,
Euphyllia ancora,DC3511,G74018,40,"Day Reef, Great Barrier Reef",,
Euphyllia ancora,Image,,40,"Day Reef, Great Barrier Reef",,
Euphyllia ancora,Image,,41,"Ribbon 5 Reef, GBR",,
Euphyllia glabrescens,F385,G65737,40,"Ribbon Reef 5, Great Barrier Reef",,
Euphyllia glabrescens,F364,G65736,40,"Ribbon Reef 5, Great Barrier Reef",,
Euphyllia glabrescens,F161,G65735,40,"Tydeman Reef, Great Barrier Reef",,
Favites abdita,F163,G65732,40,"Tydeman Reef, Great Barrier Reef",,
Favites flexuosa,DC820,G66719,40,"Myrmidon Reef, Great Barrier Reef",,
Favites flexuosa,F67,CA,40,"Mantis Reef, Great Barrier Reef",,
Favites halicora,F349,G65757,40,"Ribbon Reef 5, Great Barrier Reef",,
Favites halicora,DC753,CA,40,"Flinders Reef, Great Barrier Reef",,
Favites halicora,FN175,G73903,10,"Ribbon Reef 5, Great Barrier Reef",,
Favites pentagona,F45,CA,40,"Mantis Reef, Great Barrier Reef",,
Favites pentagona,DC382,CA,40,"Holmes Reef, Coral Sea",,
Favites pentagona,DC3520,G74007,40,"Yonge Reef, Great Barrier Reef",,
Favites pentagona,FN122,G74008,10,"Yonge Reef, Great Barrier Reef",,
Favites rotundata,Image,,40,"E. Holmes Reef, Coral Sea",,
Favites rotundata,Image,,38,"Mantis Reef, GBR",,
Favites valenciennesi,F391,G65759,40,"Ribbon Reef 5, Great Barrier Reef",,
Favites valenciennesi,Image,,40,"Great Detached Reef, Great Barrier Reef",,
Favites valenciennesi,,G46467,44,Jewel Reef,,
Fungia fungites,F395,G66062,40,"Ribbon Reef 5, Great Barrier Reef",,
Fungia fungites,DC346,G66082,40,"Holmes Reef, Coral Sea",,
Fungia fungites,DC2690,CA,40,"Great Detached Reef, Great Barrier Reef",,
Galaxea astreata,F223,G65725,40,"Tydeman Reef, Great Barrier Reef",,
Galaxea astreata,F252,G65726,40,"Tydeman Reef, Great Barrier Reef",,
Galaxea astreata,DC262??,G65727,,"Osprey Reef, Coral Sea",,
Galaxea fasicularis,DC2413,G73982,40,"Osprey Reef, Coral Sea",,
Galaxea fasicularis,DC3521,G73983,40,"Yonge Reef, Great Barrier Reef",,
Galaxea horrescens,DC329,CA,40,"Holmes Reef, Coral Sea",,
Galaxea horrescens,DC548,CA,10,"Flinders Reef, Great Barrier Reef",,
Galaxea horrescens,DC605,G73984,10,"Flinders Reef, Great Barrier Reef",,
Galaxea longisepta,FN39,G72926,43,"Tydeman Reef, Great Barrier Reef",,
Galaxea longisepta,FN37,G73985,43,"Tydeman Reef, Great Barrier Reef",,
Galaxea longisepta,F222,G65722,40,"Tydeman Reef, Great Barrier Reef",,
Galaxea longisepta,F224,RP,40,"Tydeman Reef, Great Barrier Reef",,
Galaxea longisepta,F235,G65720,40,"Tydeman Reef, Great Barrier Reef",,
Galaxea longisepta,F237,G65721,40,"Tydeman Reef, Great Barrier Reef",,
Goniastrea edwardsi,Image,,40,"Tydeman Reef, Great Barrier Reef",,
Goniastrea edwardsi,FN135,G73945,40,"Tydeman Reef, Great Barrier Reef",,
Goniastrea pectinata,F412,G65755,40,"Ribbon Reef 5, Great Barrier Reef",,
Goniastrea pectinata,F370,G65754,40,"Ribbon Reef 5, Great Barrier Reef",,
Goniastrea pectinata,DC816,G66523,40,"Myrmidon Reef, Great Barrier Reef",,
Goniastrea pectinata,F38,RP,40,"Mantis Reef, Great Barrier Reef",,
Goniastrea pectinata,F149,G65750,40,"Tydeman Reef, Great Barrier Reef",,
Goniastrea pectinata,F194,G65751,40,"Tydeman Reef, Great Barrier Reef",,
Goniastrea pectinata,F240,G65752,40,"Tydeman Reef, Great Barrier Reef",,
Goniastrea pectinata,F82,G65748,40,"Lagoon Reef, Great Barrier Reef",,
Goniastrea pectinata,F133,G65749,40,"Lagoon Reef, Great Barrier Reef",,
Goniastrea pectinata,DC631,G66522,40,"Flinders Reef, Great Barrier Reef",,
Goniastrea pectinata,DC639,G66521,40,"Flinders Reef, Great Barrier Reef",,
Goniastrea pectinata,F334,G65753,40,"Yonge Reef, Great Barrier Reef",,
Goniastrea pectinata,DC3533,CA,40,"Yonge Reef, Great Barrier Reef",,
Goniastrea pectinata,DC3477,CA,40,"Great Detached Reef, Great Barrier Reef",,
Goniastrea cf. pectinata,,G64793,40,"E. Holmes Reef, Coral Sea",,
Goniastrea cf. pectinata,F327,,40,"Yonge Reef, Great Barrier Reef",,
Goniastrea cf. pectinata,,G64792,38,"E. Holmes Reef, Coral Sea",,
Goniastrea stelligera,FN134,G73906,,"Yonge Reef, Great Barrier Reef",,
Goniastrea stelligera,FN187,G73907,40,"Ribbon Reef 5, Great Barrier Reef",,
Goniastrea stelligera,FN43,G73908,10,"Yonge Reef, Great Barrier Reef",,
Goniopora djiboutiensis,DC7470,CA,60,"Osprey Reef, Coral Sea",,
Goniopora djiboutiensis,DC7514,CA,60,"Osprey Reef, Coral Sea",,
Goniopora djiboutiensis,DC7428,CA,60,"Osprey Reef, Coral Sea",,
Goniopora djiboutiensis,F167,G65713,40,"Tydeman Reef, Great Barrier Reef",,
Goniopora djiboutiensis,DC719,CA,40,"Flinders Reef, Great Barrier Reef",,
Halomitra pileus,F127,G65639,40,"Lagoon Reef, Great Barrier Reef",,
Herpolitha limax,F191,,40,"Tydeman Reef, Great Barrier Reef",,
Herpolitha limax,DC259,,40,"Holmes Reef, Coral Sea",,
Herpolitha limax,DC258,,40,"Holmes Reef, Coral Sea",,
Herpolitha limax,DC257,,40,"Holmes Reef, Coral Sea",,
Herpolitha limax,F22,G65795,38,"Mantis Reef, Great Barrier Reef",,
Homophyllia australis,F234,G65741,40,"Tydeman Reef, Great Barrier Reef",,
Homophyllia bowerbanki,AG19,G74043,40,"Bouganville Reef, Great Barrier Reef",,
Hydnophora exesa,DC3455,G74060,40,"Great Detached Reef, Great Barrier Reef",,
Hydnophora exesa,Image,,40,"Bouganville Reef, Great Barrier Reef",,
Hydnophora microconos,DC986,G66328,40,"Myrmidon Reef, Great Barrier Reef",,
Hydnophora microconos,F44,G65601,40,"Mantis Reef, Great Barrier Reef",,
Hydnophora microconos,DC2092,CA,40,"Osprey Reef, Coral Sea",,
Hydnophora microconos,DC319,RP,40,"Holmes Reef, Coral Sea",,
Hydnophora pilosa,DC3455,G74060,40,"Great Detached Reef, Great Barrier Reef",,
Hydnophora rigida,DC1310,CA,40,"Osprey Reef, Coral Sea",,
Hydnophora rigida,AG58,G73993,40,"Osprey Reef, Coral Sea",,
Hydnophora rigida,DC707,G66330,40,"Flinders Reef, Great Barrier Reef",,
Isopora palifera,,G69820,40,"Myrmidon Reef, Great Barrier Reef",,
Isopora palifera,,G69845,40,"Myrmidon Reef, Great Barrier Reef",,
Leptastrea inaequalis,Image,,40,"Ribbon Reef 5, Great Barrier Reef",,
Leptastrea purpurea,DC2302,CA,40,"Osprey Reef, Coral Sea",,
Leptastrea purpurea,DC336,CA,40,"Holmes Reef, Coral Sea",,
Leptastrea purpurea,DC255,CA,40,"Holmes Reef, Coral Sea",,
Leptastrea purpurea,DC630,G74025,40,"Flinders Reef, Great Barrier Reef",,
Leptastrea transvera,DC380,G74019,40,"Holmes Reef, Coral Sea",,
Leptoseris cf. mycetoseroides,,G68342,10,"Osprey Reef, Coral Sea",,
Leptoseris cf. scabra,,G68206,40,"Flinders Reef, Great Barrier Reef",,
Leptoseris cf. scabra,,G68279,40,"Yonge Reef, Great Barrier Reef",,
Leptoseris explanata,,G40324,55,"Osprey Reef, Coral Sea",,
Leptoseris explanata,DC2942,RP,40,"Tijou Reef, Great Barrier Reef",,
Leptoseris explanata,DC1683,RP,40,"Osprey Reef, Coral Sea",,
Leptoseris explanata,DC1677,RP,40,"Osprey Reef, Coral Sea",,
Leptoseris explanata,DC3567,RP,40,"Yonge Reef, Great Barrier Reef",,
Leptoseris explanata,DC2494,RP,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris fragilis,DC2732,G74045,95,"Great Detached Reef, Great Barrier Reef",,
Leptoseris fragilis,DC3313,G68278,40,"Yonge Reef, Great Barrier Reef",,
Leptoseris cf. fragilis,DC3135,G71140,124,"Day Reef, Great Barrier Reef",,
Leptoseris glabra,DC7442,G71142,60,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC7490,G68284,60,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC7439,G68316,60,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC3015,G71141,50,"Tijou Reef, Great Barrier Reef",,
Leptoseris glabra,F413,RP,40,"Ribbon Reef 5, Great Barrier Reef",,
Leptoseris glabra,F18,RP,40,"Mantis Reef, Great Barrier Reef",,
Leptoseris glabra,F57,RP,40,"Mantis Reef, Great Barrier Reef",,
Leptoseris glabra,F165,RP,40,"Tydeman Reef, Great Barrier Reef",,
Leptoseris glabra,F112,RP,40,"Lagoon Reef, Great Barrier Reef",,
Leptoseris glabra,DC2157,G68337,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2156,G68355,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC1494,G68205,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2614,G68299,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC2616,G68311,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC1345,G68197,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2691,G68250,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC1921,G68253,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2472,G68385,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC2473,G68362,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC2152,G68222,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC877,G68228,40,"Myrmidon Reef, Great Barrier Reef",,
Leptoseris glabra,DC2474,G68341,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC568,G68179,40,"Flinders Reef, Great Barrier Reef",,
Leptoseris glabra,DC1679,G68182,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2617,G68220,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC3378,G68370,40,"Yonge Reef, Great Barrier Reef",,
Leptoseris glabra,DC2161,G68348,40,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2692,G68349,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC802,G68193,40,"Myrmidon Reef, Great Barrier Reef",,
Leptoseris glabra,DC2169,G68336,20,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC3344,G68356,20,"Yonge Reef, Great Barrier Reef",,
Leptoseris glabra,DC3268,G68368,20,"Yonge Reef, Great Barrier Reef",,
Leptoseris glabra,DC3254,G68314,20,"Day Reef, Great Barrier Reef",,
Leptoseris glabra,DC3445,G68328,20,"Yonge Reef, Great Barrier Reef",,
Leptoseris glabra,DC2642,G68237,20,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC1945,G68357,20,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC3357,G68297,20,"Yonge Reef, Great Barrier Reef",,
Leptoseris glabra,DC1948,G68351,20,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC3356,G68254,20,"Yonge Reef, Great Barrier Reef",,
Leptoseris glabra,DC2641,G68334,20,"Great Detached Reef, Great Barrier Reef",,
Leptoseris glabra,DC2797,G68270,20,"Tijou Reef, Great Barrier Reef",,
Leptoseris glabra,DC2359,G68273,10,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC2925,G68377,10,"Tijou Reef, Great Barrier Reef",,
Leptoseris glabra,DC2773,G68330,10,"Tijou Reef, Great Barrier Reef",,
Leptoseris glabra,DC1722,G68208,10,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC1433,G68194,10,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC1434,G68155,10,"Osprey Reef, Coral Sea",,
Leptoseris glabra,DC1509,G68166,10,"Osprey Reef, Coral Sea",,
Leptoseris cf. glabra,,G68157,40,"Myrmidon Reef, Great Barrier Reef",,
Leptoseris cf. glabra,,G68241,40,"Yonge Reef, Great Barrier Reef",,
Leptoseris cf. glabra,,G68294,40,"Yonge Reef, Great Barrier Reef",,
Leptoseris cf. glabra,,G68326,40,"Great Detached Reef, Great Barrier Reef",,
Leptoseris cf. glabra,,G68271,20,"Yonge Reef, Great Barrier Reef",,
Leptoseris cf. glabra,,G68217,20,"Osprey Reef, Coral Sea",,
Leptoseris cf. glabra,,G68174,20,"Osprey Reef, Coral Sea",,
Leptoseris hawaiiensis,DC3005,G68200,60,"Tijou Reef, Great Barrier Reef",,
